pkg;class;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM
com.anysoftkeyboard.backup;com.anysoftkeyboard.backup.CloudBackupRequesterDiagram;2;1;1;1;3;1;1;2
com.anysoftkeyboard.dictionaries;com.anysoftkeyboard.dictionaries.DictionaryContentObserver$DictionaryContentObserverDiagram;2;1;1;1;3;1;1;2
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.AnyKeyboard$HardKeyboardTranslator;2;1;1;2;3;1;1;1
com.anysoftkeyboard.ui.settings.wordseditor;com.anysoftkeyboard.ui.settings.wordseditor.UserWordsEditorAsyncTask;1;3;1;3;2;0;1;0
com.anysoftkeyboard.devicespecific;com.anysoftkeyboard.devicespecific.Clipboard$ClipboardDiagram;2;1;1;1;3;1;1;2
com.anysoftkeyboard.ui.tutorials;com.anysoftkeyboard.ui.tutorials.TipsFragment$TipFragment;11;1;1;6;12;55;1;7
com.anysoftkeyboard.ui.settings.wordseditor;com.anysoftkeyboard.ui.settings.wordseditor.RestoreUserWordsAsyncTask;4;4;1;4;5;6;1;0
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.ExternalAnyKeyboard;14;3;1;8;15;91;1;9
com.menny.android.anysoftkeyboard;com.menny.android.anysoftkeyboard.SoftKeyboard;1;7;1;1;2;0;1;1
com.anysoftkeyboard.dictionaries;com.anysoftkeyboard.dictionaries.UserDictionary;8;3;1;11;30;0;1;6
com.anysoftkeyboard.keyboards.views;com.anysoftkeyboard.keyboards.views.AnyKeyboardBaseView$UIHandler;13;2;1;4;14;78;1;13
com.anysoftkeyboard.ui.settings.widget;com.anysoftkeyboard.ui.settings.widget.AddOnListPreference;8;5;1;6;9;28;1;5
com.anysoftkeyboard.ui.tutorials;com.anysoftkeyboard.ui.tutorials.TipsFragment$TipFragmentAdapter;3;1;1;3;4;3;1;3
com.anysoftkeyboard.keyboards;com.anysoftkeyboard.keyboards.Keyboard;23;1;1;9;24;253;1;11
com.anysoftkeyboard.backup;com.anysoftkeyboard.backup.CloudBackupRequester;1;1;1;0;1;0;0;1
